"X","Y","SAMELO","OBJECTID","AREA","PERIMETER","PHTW911_","PHTW911_ID","XLO","YLO","SNO","YEAR","LNO","FE","MN","CU","ZN","CD","CR","NI","PB","add","county"
120.8269043,24.48205067,0,13636,62500,1000,4998,83546,231625,2708625,"GR89HL03841",2000,"HL0384",1155.38,34.69,17.11,255.21,0.8,0.26,1.53,214.56,"363台灣苗栗縣公館鄉福信路","苗栗縣"
120.8275746,22.05734527,0,123967,62500,1000,16278,16278,231375,2440125,"GR96HC73841",2007,"HC7384",193.8,118.41,926.53,4.39,0.01,0.25,1.19,3.77,"947台灣屏東縣滿州鄉萬得路","屏東縣"
120.8296131,24.29920964,0,14715,62500,1000,6131,85759,231875,2688375,"GR89HL73901",2000,"HL7390",364.47,107.73,7.97,389.57,0.39,1.7,2.78,3.73,"369台灣苗栗縣卓蘭鎮卓蘭橋","苗栗縣"
120.8394619,24.30147789,0,14697,62500,1000,6112,85878,232875,2688625,"GR89HL74311",2000,"HL7431",937.07,133.1,7.88,250.91,0.58,4.43,3.99,5.08,"369台灣苗栗縣卓蘭鎮苗58鄉道28號","苗栗縣"
120.8395828,24.20666915,0,61469,62500,1000,16564,29873,232875,2678125,"GR91HK14341",2002,"HK1434",578.05,50.17,162.81,73.25,0.45,1.54,1.28,19.96,"423台灣台中市東勢區中部橫貫公路296號","台中市"
120.8516794,24.38501338,0,13900,62500,1000,5267,84185,234125,2697875,"GR90HL44851",2001,"HL4485",1007.78,104.07,3.28,10.54,0.29,20.01,2.28,0,"364台灣苗栗縣大湖鄉南昌路47號","苗栗縣"
120.8517577,24.31729225,0,14484,62500,1000,5889,86035,234125,2690375,"GR89HL74881",2000,"HL7488",302.19,91.12,1.52,584.06,0.11,1.1,0.85,1.3,"Unnamed Road, 卓蘭鎮苗栗縣台灣 369","苗栗縣"
120.8593259,24.15702693,0,61921,62500,1000,17038,30172,234875,2672625,"GR91HK35041",2002,"HK3504",260.76,63.76,15.49,394.47,0.25,1.19,1.08,6.27,"426台灣台中市新社區豐埔產業道路88號","台中市"
120.8636483,24.71684226,0,93742,62500,1000,32900,32900,235375,2734625,"GR93HM15281",2004,"HM1528",661.8,26.9,108.18,74.79,0.16,0.97,1.11,10.57,"350台灣苗栗縣竹南鎮天祥街二段551號","苗栗縣"
120.8636723,24.6942698,0,94129,62500,1000,34039,34039,235375,2732125,"GR93HM25291",2004,"HM2529",559.78,23.41,94.03,53.9,0.11,0.45,0.91,9.68,"350台灣苗栗縣竹南鎮勤興街78巷85弄","苗栗縣"
120.8661384,24.69878658,0,93744,62500,1000,32906,32906,235625,2732625,"GR93HM15301",2004,"HM1530",890.18,50.55,94.45,28.22,0.16,0.26,1,7.09,"350台灣苗栗縣竹南鎮台61線","苗栗縣"
120.8664963,24.35568133,0,14065,62500,1000,5443,84743,235625,2694625,"GR89HL55331",2000,"HL5533",333.05,135.25,17.5,304.31,1.07,4.07,4.52,12.69,"369台灣苗栗縣卓蘭鎮景山道路","苗栗縣"
120.8694452,23.87712081,0,116562,62500,1000,17119,17119,235875,2641625,"GR95HJ45521",2006,"HJ4552",78.29,74.22,1.67,42.15,0.09,0.17,2.08,723.25,"Unnamed Road, 水里鄉南投縣台灣 553","南投縣"
120.8694497,23.87260572,0,133059,62500,1000,17056,17056,235875,2641125,"GR95HJ555B1",2006,"HJ555B",79.91,245.18,273.56,13.32,0.81,0.15,0.63,41.83,"553台灣南投縣水里鄉帝君巷34號","南投縣"
120.8694541,23.86809056,0,133058,62500,1000,17055,17055,235875,2640625,"GR95HJ55591",2006,"HJ5559",78.55,217.21,211.23,10.62,0.62,0.16,0.62,29.91,"553台灣南投縣水里鄉帝君巷34號","南投縣"
120.8719022,23.87486531,0,132983,62500,1000,16952,16952,236125,2641375,"GR95HJ45611",2006,"HJ4561",72.71,205.33,199.43,9.76,0.6,0.15,0.52,32.56,"553台灣南投縣水里鄉帝君巷36號","南投縣"
120.8735464,24.70330768,0,93777,62500,1000,33004,33004,236375,2733125,"GR93HM15621",2004,"HM1562",1.63,40.44,15.9,189.36,0.59,1.22,4.81,178.16,"350台灣苗栗縣竹南鎮天祥街一段","苗栗縣"
120.874357,23.87486732,0,132984,62500,1000,16953,16953,236375,2641375,"GR95HJ45711",2006,"HJ4571",84.56,115.66,2.07,41.26,0.1,0.13,2.72,887.05,"553台灣南投縣水里鄉帝君巷36號","南投縣"
120.8863823,24.16382175,0,61900,62500,1000,17016,30207,237625,2673375,"GR91HK36171",2002,"HK3617",96.32,185.53,27.73,281.63,0.3,3.09,2.82,4.66,"Unnamed Road, 新社區台中市台灣 426","台中市"
120.891303,24.16382538,0,61902,62500,1000,17018,30224,238125,2673375,"GR91HK36371",2002,"HK3637",72.52,180.1,60.81,454.19,0.45,3,2.91,3.48,"Unnamed Road, 新社區台中市台灣 426","台中市"
120.9131195,24.63336014,0,53857,62500,1000,8650,33289,240375,2725375,"GR91HM47241",2002,"HM4724",480.2,87.07,4.38,347.74,0.15,0.14,1.11,3.48,"352台灣苗栗縣三灣鄉雙坑產業道路","苗栗縣"
120.9258778,23.93133606,0,116369,62500,1000,16849,16849,241625,2647625,"GR95HJ27741",2006,"HJ2774",8.8,122.02,28.39,8298.44,4.17,3.79,4.27,8.47,"545台灣南投縣埔里鎮桃米路36-1號","南投縣"
120.9451935,24.72141002,0,133423,62500,1000,17659,17659,243625,2735125,"GR95HM185A1",2006,"HM185A",284.55,265.15,142.14,392.71,1.04,1.51,3.87,1.14,"308台灣新竹縣寶山鄉深井路108巷","新竹縣"
120.947662,24.7281827,0,133397,62500,1000,17588,17588,243875,2735875,"GR95HM08621",2006,"HM0862",19.54,24.05,124.79,74.72,0.05,0.03,0.35,54.16,"308台灣新竹縣寶山鄉寶深路70號","新竹縣"
120.9575045,24.85684609,0,49861,62500,1000,4514,57749,244875,2750125,"GR92HN59041",2003,"HN5904",522.82,36.37,9.93,39.24,0.16,2.52,42.48,4.37,"302台灣新竹縣竹北市鳳岡路三段469巷","新竹縣"
120.9723529,24.83427763,0,50569,62500,1000,5256,58295,246375,2747625,"GR92HN69651",2003,"HN6965",777.94,51.01,32.68,479.32,0.72,0.71,6.38,28.1,"302台灣新竹縣竹北市新寮街316巷129號","新竹縣"
120.9847136,24.88619464,0,49338,62500,1000,3968,57405,247625,2753375,"GR92HN50161",2003,"HN5016",429.11,112.44,73.24,476.19,0.62,6.69,10.98,30.11,"304台灣新竹縣新豐鄉竹5-1鄉道480號","新竹縣"
120.9871826,24.9335944,0,47885,62500,1000,2429,56585,247875,2758625,"GR92HN30251",2003,"HN3025",390.22,144.45,20.74,803.39,0.8,0.39,7.48,683.06,"304台灣新竹縣新豐鄉桃104鄉道875號","新竹縣"
120.9896575,24.93810884,0,47743,62500,1000,2278,56614,248125,2759125,"GR92HN30371",2003,"HN3037",1244.05,27.03,8.71,10.54,0.16,0.57,1.08,517.23,"327台灣桃園市新屋區羊寮一號護岸","桃園市"
120.9921375,24.87716666,0,49490,62500,1000,4126,57455,248375,2752375,"GR92HN50421",2003,"HN5042",1210.36,249.61,122.29,191.94,0.66,1.59,5.33,38.09,"304台灣新竹縣新豐鄉仁愛街91號","新竹縣"
120.9946205,24.6943338,0,125079,62500,1000,18124,18124,248625,2732125,"GR96HM30591",2007,"HM3059",348.97,35.11,5.51,214.94,0.18,0.25,1.51,2.91,"Unnamed Road, 峨眉鄉新竹縣台灣 315","新竹縣"
120.9946422,23.97424344,0,116214,62500,1000,16599,16599,248625,2652375,"GR95HJ10501",2006,"HJ1050",297.86,161.79,186.64,77.78,0.31,0.49,3.78,65.17,"545台灣南投縣埔里鎮光復路61號","南投縣"
121.0020341,24.82525181,0,50870,62500,1000,5565,58610,249375,2746625,"GR92HN70811",2003,"HN7081",304.14,16.95,8.56,25.21,0.17,16.56,3.4,514.56,"302台灣新竹縣竹北市博愛南路","新竹縣"
121.0020343,24.85910963,0,11303,62500,1000,2574,87390,249375,2750375,"GR89HN60851",2000,"HN6085",640.19,64.01,221.93,78.92,0.6,2.46,4.7,20.23,"303台灣新竹縣湖口鄉6","新竹縣"
121.0069818,24.85233797,0,49988,62500,1000,4652,34444,249875,2749625,"GR91HN60A21",2002,"HN60A2",490.72,193.86,4.86,96.44,3.8,0.85,2.66,2.24,"302台灣新竹縣竹北市水防道路193號","新竹縣"
121.0117176,22.61514282,0,43344,62500,1000,36196,87437,250375,2501875,"GR87IE51181",1998,"IE5118",73.37,147.74,100.26,93.62,0.25,0.62,1.49,1.23,"963台灣台東縣太麻里鄉南迴公路35號","台東縣"
121.0168765,24.84782284,0,50133,62500,1000,4803,63906,250875,2749125,"GR92IN51301",2003,"IN5130",580.5,189.74,9.92,11.58,4.22,0.43,5.56,4.92,"302台灣新竹縣竹北市環北路二段175巷10號","新竹縣"
121.029262,24.91779191,0,48408,62500,1000,2985,62019,252125,2756875,"GR92IN31891",2003,"IN3189",421.57,68.85,109.34,67.41,0.2,1.94,7.86,11.9,"Unnamed Road, 新豐鄉新竹縣台灣 304","新竹縣"
121.0416368,24.91327493,0,10952,62500,1000,2205,88552,253375,2756375,"GR89IN32371",2000,"IN3237",1032.11,131.16,104.87,60.79,0.31,1.77,6.88,12.08,"303台灣新竹縣湖口鄉德豐路100號","新竹縣"
121.0457897,22.6851345,0,42243,62500,1000,34992,62921,253875,2509625,"GR87IE22551",1998,"IE2255",247.36,135.88,252.01,11.49,0.15,0.23,2.18,6.22,"963台灣台東縣太麻里鄉南迴公路92號","台東縣"
121.0490809,24.96067362,0,47108,62500,1000,1602,59929,254125,2761625,"GR92IN12661",2003,"IN1266",563.34,35.65,100.1,33.27,0.23,0.78,2.93,10.26,"327台灣桃園市新屋區桃104鄉道63號","桃園市"
121.0491065,25.03064793,0,46119,62500,1000,566,1902,254125,2769375,"GR88IO82631",1999,"IO8263",531.42,67.58,2.82,10.87,13.31,0.13,0.81,274.74,"Unnamed Road, 觀音區桃園市台灣 328","桃園市"
121.0514505,24.70561143,0,125334,62500,1000,18851,18851,254375,2733375,"GR96IM12731",2007,"IM1273",177.11,65.54,93.82,106.42,0.37,0.51,1.89,16.45,"314台灣新竹縣北埔鄉中山路","新竹縣"
121.0540615,25.03064628,0,46120,62500,1000,567,1908,254625,2769375,"GR88IO82831",1999,"IO8283",339.85,116.92,2.18,11.25,7.06,0.26,1.48,35.47,"328台灣桃園市觀音區西部濱海快速公路","桃園市"
121.0564294,24.78686983,0,133826,62500,1000,18765,18765,254875,2742375,"GR95IN82961",2006,"IN8296",197.9,51.04,20.7,1.39,0,27.05,2.47,7.63,"310台灣新竹縣竹東鎮中正大橋160號","新竹縣"
121.056498,24.93584182,0,47833,62500,1000,2375,61087,254875,2758875,"GR92IN22961",2003,"IN2296",1207.72,46.08,114.07,128.02,0.32,1.76,14.79,10.55,"Unnamed Road, 湖口鄉新竹縣台灣 303","新竹縣"
121.0588652,24.71012311,0,133549,62500,1000,18010,18010,255125,2733875,"GR95IM13051",2006,"IM1305",277.07,102.97,1.77,5.88,0.12,0.16,0.54,708.21,"314台灣新竹縣北埔鄉仁愛街118號","新竹縣"
121.0588917,24.76655448,0,133878,62500,1000,18907,18907,255125,2740125,"GR95IN93081",2006,"IN9308",206.93,31.19,5.96,7.32,5.86,0.21,1.12,7.89,"310台灣新竹縣竹東鎮三重一路39號","新竹縣"
121.0614526,24.94261159,0,47624,62500,1000,2152,61140,255375,2759625,"GR92IN23191",2003,"IN2319",1116.46,33.03,201.97,18.05,0.28,0.34,6.29,20.38,"327台灣桃園市新屋區中正路37-5號","桃園市"
121.0614538,24.94486879,0,47548,62500,1000,2076,61143,255375,2759875,"GR92IN231A1",2003,"IN231A",548.9,50.34,128.66,14.28,0.22,0.42,2.1,26.51,"327台灣桃園市新屋區中正路37-5號","桃園市"
121.0639426,24.96969725,0,46915,62500,1000,1397,35107,255625,2762625,"GR91IN13291",2002,"IN1329",1119.2,187.84,242.56,93.76,0.3,1.68,5.81,8.29,"327台灣桃園市新屋區桃104鄉道50號","桃園市"
121.0885546,24.76428172,0,136233,62500,1000,3861,3861,258125,2739875,"GR95IN94271",2006,"IN9427",295.42,165.08,127.71,48.24,0.42,0.5,1.45,8.35,"307台灣新竹縣芎林鄉文衡路52-62號","新竹縣"
121.0886292,24.86585395,0,49692,62500,1000,4338,36661,258125,2751125,"GR91IN54281",2002,"IN5428",97.81,112.07,3.51,1311.45,0.1,0.18,0.7,0.65,"303台灣新竹縣湖口鄉羊新路","新竹縣"
121.0911258,24.89519613,0,49084,62500,1000,3696,63153,258375,2754375,"GR92IN443A1",2003,"IN443A",324.36,541.05,6.09,419.17,0.14,0.31,1.42,0,"326台灣桃園市楊梅區長嶺路","桃園市"
121.0936376,24.94259585,0,47635,62500,1000,2164,61502,258625,2759625,"GR92IN24491",2003,"IN2449",1221.81,91.09,214,85.76,0.36,4.89,9.8,18.63,"Unnamed Road, 楊梅區桃園市台灣 326","桃園市"
121.0985593,24.90647751,0,48780,62500,1000,3373,62438,259125,2755625,"GR92IN34641",2003,"IN3464",162.53,32.4,6.46,39.29,0.05,0.18,1.16,653.12,"326台灣桃園市楊梅區楊湖路二段719巷","桃園市"
121.0986762,25.05319245,0,109226,62500,1000,20661,20661,259125,2771875,"GR94IO74621",2005,"IO7462",449.5,191.711,14.615,74.868,0.142,17.733,3.35,10.192,"328台灣桃園市觀音區玉林路一段912號","桃園市"
121.1008821,24.72364266,0,116930,62500,1000,17781,17781,259375,2735375,"GR96IM04701",2007,"IM0470",176.21,58.62,4.13,740.48,0.24,0.1,1.92,26.82,"310台灣新竹縣竹東鎮沿河街117號","新竹縣"
121.1011363,25.03062025,0,109462,62500,1000,21343,21343,259375,2769375,"GR94IO84731",2005,"IO8473",343,184.075,11.898,514.548,1.526,1.164,1.915,124.534,"328台灣桃園市觀音區中山路一段750號","桃園市"
121.101149,25.04641946,0,109469,62500,1000,21363,21363,259375,2771125,"GR94IO847A1",2005,"IO847A",1004.2,17.405,452.834,94.337,0.167,6.945,15.447,6.164,"328台灣桃園市觀音區桃科十二路","桃園市"
121.1011527,25.0509335,0,109230,62500,1000,20670,20670,259375,2771625,"GR94IO74711",2005,"IO7471",1436.9,137.857,180.127,359.814,0.254,3.112,4.658,11.409,"328台灣桃園市觀音區桃科十二路","桃園市"
121.1017771,22.71897755,0,41642,62500,1000,34347,62799,259625,2513375,"GR85IE14891",1996,"IE1489",1124.51,123.72,12.99,664.23,1.23,0.49,3.57,15.75,"950台灣台東縣台東市豐原二號堤防","台東縣"
121.1036141,25.03061835,0,109473,62500,1000,21375,21375,259625,2769375,"GR94IO84831",2005,"IO8483",141.6,71.478,63.58,339.485,0.142,0.329,0.682,9.131,"328台灣桃園市觀音區中山路一段885號","桃園市"
121.1084981,24.94935784,0,47441,62500,1000,1961,60421,260125,2760375,"GR92IN15001",2003,"IN1500",1465.96,93.57,122.94,65.37,0.32,0.79,4.64,28.38,"327台灣桃園市新屋區太原路","桃園市"
121.1109361,24.90872629,0,48725,62500,1000,3314,62556,260375,2755875,"GR92IN35151",2003,"IN3515",1121.16,99.52,174.65,94.52,0.36,0.57,2.97,8.19,"326台灣桃園市楊梅區楊湖路二段1巷188號","桃園市"
121.1109572,24.93129843,0,48002,62500,1000,2552,35579,260375,2758375,"GR91IN25141",2002,"IN2514",1635.36,71.61,212.43,70.91,0.26,0.72,5.5,13.36,"326台灣桃園市楊梅區民豐路506號","桃園市"
121.1109593,24.93355564,0,47922,62500,1000,2469,35582,260375,2758625,"GR91IN25151",2002,"IN2515",1414.8,69.15,110.07,32.42,0.3,0.45,5.89,10.96,"326台灣桃園市楊梅區高鐵南路八段","桃園市"
121.1181764,24.71911451,0,125438,62500,1000,19128,19128,261125,2734875,"GR96IM15491",2007,"IM1549",567,37.97,8.55,33.39,0.22,1.95,1.28,13285.76,"312台灣新竹縣橫山鄉竹34鄉道14號","新竹縣"
121.1208014,24.8748607,0,49533,62500,1000,4174,36436,261375,2752125,"GR91IN45511",2002,"IN4551",255.42,27.93,21.85,8.01,0.11,0.26,1.43,549.14,"303台灣新竹縣湖口鄉竹11鄉道","新竹縣"
121.1258764,24.99448777,0,46455,62500,1000,912,34903,261875,2765375,"GR91IN05791",2002,"IN0579",574.75,53.15,95.98,14.56,0.12,0.26,0.61,3.3,"327台灣桃園市新屋區桃82鄉道","桃園市"
121.128329,24.97191449,0,46892,62500,1000,1373,35379,262125,2762875,"GR91IN158A1",2002,"IN158A",666.28,56.92,67.92,443.78,0.23,5.42,3.08,13.33,"327台灣桃園市新屋區中山東路一段620號","桃園市"
121.1308102,24.97642673,0,46794,62500,1000,1270,59500,262375,2763375,"GR92IN05911",2003,"IN0591",570.15,43.07,90.45,278.89,0.21,4.98,1.97,8.92,"328台灣桃園市觀音區東西向快速公路觀音大溪線","桃園市"
121.1332004,24.89967962,0,48977,62500,1000,3584,62651,262625,2754875,"GR92IN36011",2003,"IN3601",303.78,2.57,362.12,35.85,0.14,0.23,0.45,126.96,"326台灣桃園市楊梅區甡甡路96號","桃園市"
121.1332131,24.91096573,0,48656,62500,1000,3244,62663,262625,2756125,"GR92IN36061",2003,"IN3606",1307.5,96,22.9,346.06,0.31,0.56,1.59,35.64,"326台灣桃園市楊梅區楊湖路一段374-422號","桃園市"
121.1357011,24.92224968,0,48305,62500,1000,2869,61686,262875,2757375,"GR92IN26101",2003,"IN2610",752.4,58.82,339.22,84.92,0.21,1.52,5.75,22.38,"326台灣桃園市楊梅區楊新路二段176巷","桃園市"
121.1357037,24.9245069,0,48226,62500,1000,2786,61689,262875,2757625,"GR92IN26111",2003,"IN2611",663.9,28.44,96.99,25.67,0.34,0.61,4.83,10.81,"326台灣桃園市楊梅區楊新路二段176巷","桃園市"
121.1357321,24.94933628,0,47452,62500,1000,1972,60563,262875,2760375,"GR92IN16101",2003,"IN1610",434.1,52.36,170.33,179.95,1.16,1.36,5.93,13.29,"326台灣桃園市楊梅區高鐵南路七段","桃園市"
121.1357475,24.96287947,0,47084,62500,1000,1575,35418,262875,2761875,"GR91IN16161",2002,"IN1616",623.95,135.02,173.99,96.29,0.37,2.24,3.95,14.43,"327台灣桃園市新屋區快速路六段","桃園市"
121.135867,25.07121678,0,109272,62500,1000,20792,20792,262875,2773875,"GR94IO761A1",2005,"IO761A",866.4,134.261,35.794,228.062,0.181,0.589,1.621,5.524,"328台灣桃園市觀音區西_公路45號","桃園市"
121.1379331,24.70781131,0,125481,62500,1000,19226,19226,263125,2733625,"GR96IM16241",2007,"IM1624",479.11,161.74,3.34,463.23,0.09,0.37,2.44,2.66,"312台灣新竹縣橫山鄉竹34鄉道546號","新竹縣"
121.1382105,24.95159129,0,47385,62500,1000,1901,35427,263125,2760625,"GR91IN16211",2002,"IN1621",816.05,41.51,193,136.98,0.76,0.95,3.84,21.55,"327台灣桃園市新屋區青田路83號","桃園市"
121.138221,24.96062009,0,47141,62500,1000,1638,35433,263125,2761625,"GR91IN16251",2002,"IN1625",1500.72,73.02,131.42,92.4,0.34,0.73,2.82,10.02,"327台灣桃園市新屋區快速路六段","桃園市"
121.140574,24.85678613,0,49886,62500,1000,4540,36952,263375,2750125,"GR91IN56341",2002,"IN5634",204.66,36.48,2.91,226.89,0.14,0.11,0.56,2.42,"Unnamed Road, 新埔鎮新竹縣台灣 305","新竹縣"
121.140689,24.95384627,0,47324,62500,1000,1834,60578,263375,2760875,"GR92IN16321",2003,"IN1632",1927.58,93.76,3227.8,172.31,3.01,1.98,2.81,93.24,"327台灣桃園市新屋區青田路180-242號","桃園市"
121.1431239,24.91998567,0,48368,62500,1000,2941,62741,263625,2757125,"GR92IN364A1",2003,"IN364A",1231.71,45.41,120.94,56.38,0.39,1.16,6.65,11.84,"326台灣桃園市楊梅區新梅五街20巷","桃園市"
121.1456571,24.9673849,0,109045,62500,1000,20173,20173,263875,2762375,"GR95IN16581",2006,"IN1658",70.7,9.857,297.129,5.045,0.037,0.41,0.378,5.417,"328台灣桃園市觀音區新富路220號","桃園市"
121.1456626,24.97189927,0,133771,62500,1000,18617,18617,263875,2762875,"GR95IN165A1",2006,"IN165A",517.26,58.02,479.36,266.61,0.16,2.78,4.19,30.87,"328台灣桃園市觀音區公園三街5巷25號","桃園市"
121.1457282,25.02606802,0,109639,62500,1000,21854,21854,263875,2768875,"GR94IO86511",2005,"IO8651",485.3,22.957,123.769,9.733,0.132,0.338,0.77,3.913,"328台灣桃園市觀音區廣大路115-10號","桃園市"
121.1481193,24.95609656,0,47265,62500,1000,1771,60610,264125,2761125,"GR92IN16631",2003,"IN1663",1013.59,154.41,14.21,406.57,0.53,0.94,1.91,84.77,"327台灣桃園市新屋區快速路六段359號","桃園市"
121.1481332,24.96738258,0,117132,62500,1000,18301,18301,264125,2762375,"GR95IN16681",2006,"IN1668",776.36,57.75,275.23,44.57,0.49,0.5,1.41,11.1,"328台灣桃園市觀音區新富路180號","桃園市"
121.1481499,24.98092559,0,133691,62500,1000,18399,18399,264125,2763875,"GR95IN06631",2006,"IN0663",180.76,111.41,45.12,516.06,1.2,0.45,1.83,28.13,"328台灣桃園市觀音區大湖路一段596號","桃園市"
121.1481527,24.98318273,0,46666,62500,1000,1135,59517,264125,2764125,"GR92IN06641",2003,"IN0664",1089.11,51.38,4.19,464.48,0.22,0.59,0.93,14.34,"328台灣桃園市觀音區忠富路上大段70-1號","桃園市"
121.1506008,24.96060861,0,47146,62500,1000,1643,60624,264375,2761625,"GR92IN16751",2003,"IN1675",598.29,40.5,15.9,230.1,0.19,0.69,7.48,21.23,"327台灣桃園市新屋區中山東路二段766巷76號","桃園市"
121.1506093,24.96738022,0,109047,62500,1000,20180,20180,264375,2762375,"GR95IN16781",2006,"IN1678",465.4,51.186,168.274,38.065,0.171,0.512,3.508,6.865,"328台灣桃園市觀音區桃111鄉道52號","桃園市"
121.1530332,24.92674774,0,96098,62500,1000,39187,39187,264625,2757875,"GR93IN26821",2004,"IN2682",868.88,46.62,280,132.4,0.69,0.61,9.37,21.23,"326台灣桃園市楊梅區高獅路305號","桃園市"
121.1530854,24.96737781,0,109050,62500,1000,20189,20189,264625,2762375,"GR94IN16881",2005,"IN1688",169.7,27.89,122.819,48.888,0.11,0.306,1.516,8.294,"320台灣桃園市中壢區中觀路一段138號","桃園市"
121.1553467,24.80259799,0,97405,62500,1000,42892,42892,264875,2744125,"GR92IN76921",2003,"IN7692",146,33.84,80.4,507.67,18.16,1.4,46.31,3083.4,"306台灣新竹縣關西鎮正義路4號","新竹縣"
121.1555204,24.93577419,0,96102,62500,1000,39199,39199,264875,2758875,"GR93IN26961",2004,"IN2696",768.62,35.14,448.2,26.8,0.26,0.56,14.83,12.92,"326台灣桃園市楊梅區幼獅路三段116巷50弄","桃園市"
121.1555468,24.95608929,0,47268,62500,1000,1774,60646,264875,2761125,"GR92IN16931",2003,"IN1693",1990.38,119.09,567.68,944.06,0.95,7.49,7.92,43.3,"327台灣桃園市新屋區新榮路292巷79號","桃園市"
121.1556661,25.04862686,0,109330,62500,1000,20961,20961,264875,2771375,"GR94IO76901",2005,"IO7690",846.5,60.049,23.054,229.598,0.377,0.668,1.582,11.781,"328台灣桃園市觀音區桃40-1鄉道63號","桃園市"
121.1579686,24.91545651,0,96294,62500,1000,39750,39750,265125,2756625,"GR93IN37081",2004,"IN3708",623.47,44.14,186.95,89.25,0.37,1.46,4.4,19.38,"326台灣桃園市楊梅區新農街501巷22號","桃園市"
121.1580286,24.96060125,0,47149,62500,1000,1646,60655,265125,2761625,"GR92IN17051",2003,"IN1705",1548.48,49.3,222.51,95.44,0.29,0.71,2.75,31.14,"327台灣桃園市新屋區高洲六街","桃園市"
121.1580345,24.96511569,0,109054,62500,1000,20201,20201,265125,2762125,"GR94IN17071",2005,"IN1707",1039.2,54.256,243.512,49.499,0.29,0.502,3.618,8.506,"320台灣桃園市中壢區雙塘路46號","桃園市"
121.1580464,24.97414448,0,126068,62500,1000,20841,20841,265125,2763125,"GR95IN07001",2006,"IN0700",108.89,61.18,32.85,407.64,0.18,0.63,5.78,19.07,"328台灣桃園市觀音區上大89號","桃園市"
121.1604436,24.91545391,0,48514,62500,1000,3095,36322,265375,2756625,"GR91IN37181",2002,"IN3718",412.13,37.5,100.32,21.19,0.12,0.65,2.42,10.1,"326台灣桃園市楊梅區新農街501巷22號","桃園市"
121.1604621,24.92899735,0,48086,62500,1000,2640,36072,265375,2758125,"GR91IN27131",2002,"IN2713",614.56,68.04,43.29,217.33,0.14,0.83,28.54,84.97,"326台灣桃園市楊梅區高青路32巷5號","桃園市"
121.1604651,24.93125459,0,48019,62500,1000,2569,36075,265375,2758375,"GR91IN27141",2002,"IN2714",78.78,88.42,126.83,9.2,0.01,0.04,0.66,6.96,"326台灣桃園市楊梅區高青路28巷28號","桃園市"
121.1604743,24.93802632,0,47798,62500,1000,2339,36081,265375,2759125,"GR91IN27171",2002,"IN2717",122.22,88.64,15.91,207.44,1.24,1.06,1.84,18.29,"326台灣桃園市楊梅區幼獅路二段524巷31號","桃園市"
121.1605256,24.97639916,0,126070,62500,1000,20844,20844,265375,2763375,"GR95IN07111",2006,"IN0711",1629.86,129.83,1748.79,184.02,0.31,2.64,3.44,29.14,"328台灣桃園市觀音區上大里11鄰","桃園市"
121.1605286,24.97865634,0,133706,62500,1000,18435,18435,265375,2763625,"GR95IN07121",2006,"IN0712",317.92,192.38,113.1,85.78,0.21,1.01,3.49,10.24,"328台灣桃園市觀音區上大里11鄰99號","桃園市"
121.1629374,24.92899472,0,96106,62500,1000,39212,39212,265625,2758125,"GR92IN27231",2003,"IN2723",235.18,26.53,90.77,14.4,0.13,1.14,44.56,7.3,"326台灣桃園市楊梅區高青路18號","桃園市"
121.1629835,24.96285338,0,109061,62500,1000,20221,20221,265625,2761875,"GR94IN17261",2005,"IN1726",626,77.526,126.232,40.092,0.236,0.524,2.382,8.686,"320台灣桃園市中壢區松平三街","桃園市"
121.1629957,24.97188224,0,109064,62500,1000,20230,20230,265625,2762875,"GR94IN172A1",2005,"IN172A",876.2,163.384,252.244,91.974,0.292,1.088,3.444,12.628,"320台灣桃園市中壢區福田路525巷","桃園市"
121.1654873,24.98316558,0,108886,62500,1000,19730,19730,265875,2764125,"GR94IN07341",2005,"IN0734",504.7,37.256,286.319,148.741,0.336,3.305,8.85,34.175,"320台灣桃園市中壢區福達路二段347號","桃園市"
121.1655149,25.00347953,0,109974,62500,1000,22819,22819,265875,2766375,"GR94IO97321",2005,"IO9732",126.8,114.071,3.608,10.281,0.06,0.146,57.081,3.329,"328台灣桃園市觀音區福山路一段717號","桃園市"
121.1677451,24.82741429,0,97035,62500,1000,41851,41851,266125,2746875,"GR93IN67421",2004,"IN6742",26.81,25.5,17.98,111.04,159.06,0,31.03,95.38,"306台灣新竹縣關西鎮竹18鄉道67號","新竹縣"
121.1679636,24.98316295,0,10156,62500,1000,1374,26732,266125,2764125,"GR83IN07441",1994,"IN0744",1000.37,136.59,437.68,0,2.66,19.96,84.49,89.59,"320台灣桃園市中壢區福達路二段347號","桃園市"
121.1679947,25.00573401,0,9909,62500,1000,1118,27353,266125,2766625,"GR83IO97431",1994,"IO9743",482.19,13.85,4.62,150.35,0.42,4.84,47.47,7.16,"320台灣桃園市中壢區山東路608號","桃園市"
121.1680727,25.06441444,0,98135,62500,1000,44959,44959,266125,2773125,"GR92IO77471",2003,"IO7747",445.58,89.12,93.77,22.82,0.19,0.38,0.9,2.78,"337台灣桃園市大園區桃33鄉道","桃園市"
121.1703307,24.90641413,0,96312,62500,1000,39802,39802,266375,2755625,"GR92IN37541",2003,"IN3754",290.45,88.51,7.12,168.16,4.23,0.54,1.32,3.9,"326台灣桃園市楊梅區三民路45號","桃園市"
